semi-arid	NN	O	B-LOC
savanna	NN	O	I-LOC
in	NN	O	I-LOC
Bushbuckridge,	NN	O	I-LOC
Africa	NN	O	E-LOC

Mutually	NN	O	O
stimulating	NN	O	O
interactions	NN	O	O
between	NN	O	O
lactic	NN	O	B-R
bacteria	NN	O	E-R
and	NN	O	O
Saccharomyces	NN	O	B-R
cerevisiae	NN	O	E-R
in	NN	O	O
sourdough	NN	O	B-RP
fermentation	NN	O	E-RP

Traditional	NN	O	O
dairy	NN	O	B-R
products	NN	O	E-R
can	NN	O	O
supply	NN	O	B-RP
microorganisms	NN	O	E-RP
able	NN	O	O
to	NN	O	O
survive	NN	O	O
in	NN	O	O
the	NN	O	O
gastrointestinal	NN	O	B-R
tract	NN	O	E-R

Within	NN	O	O
a	NN	O	O
sample	NN	O	O
from	NN	O	O
a	NN	O	O
population,	NN	O	O
the	NN	O	O
distribution	NN	O	O
of	NN	O	O
the	NN	O	O
number	NN	O	O
of	NN	O	O
descendants	NN	O	O
of	NN	O	O
a	NN	O	O
subsample’s	NN	O	O
most	NN	O	O
recent	NN	O	O
common	NN	O	O
ancestor	NN	O	O

Modelling	NN	O	O
how	NN	O	O
the	NN	O	O
physical	NN	O	B-R
scale	NN	O	E-R
of	NN	O	O
experimental	NN	O	B-R
tanks	NN	O	E-R
affects	NN	O	O
salmon	NN	O	B-RP
performance	NN	O	E-RP

Long-term	NN	O	B-P
variability	NN	O	E-P
of	NN	O	O
the	NN	O	O
siphonophores	NN	O	B-R
atlantica	NN	O	E-R
and	NN	O	O
M.	NN	O	B-R
kochi	NN	O	E-R
in	NN	O	O
the	NN	O	O
Western	NN	O	B-LOC
Channel	NN	O	E-LOC

Seasonal	NN	O	B-P
changes	NN	O	E-P
in	NN	O	O
plankton	NN	O	B-RP
respiration	NN	O	E-RP
and	NN	O	O
bacterial	NN	O	B-P
metabolism	NN	O	E-P
in	NN	O	O
a	NN	O	O
temperate	NN	O	B-R
sea	NN	O	E-R

Habitat	NN	O	B-RP
heterogeneity	NN	O	E-RP
of	NN	O	O
hadal	NN	O	B-R
trenches	NN	O	E-R
:	NN	O	O
Considerations	NN	O	O
and	NN	O	O
implications	NN	O	O
for	NN	O	O
future	NN	O	O
studies	NN	O	O

Numerical	NN	O	B-METH
modelling	NN	O	E-METH
and	NN	O	O
experimental	NN	O	B-S
validation	NN	O	E-S
of	NN	O	O
a	NN	O	O
regenerative	NN	O	B-T
cooler	NN	O	E-T

Comparing	NN	O	O
the	NN	O	O
effects	NN	O	O
of	NN	O	O
feeding	NN	O	O
a	NN	O	O
grain-	NN	O	B-R
or	NN	O	I-R
a	NN	O	I-R
fish	NN	O	I-R
diet	NN	O	E-R
on	NN	O	O
water	NN	O	B-P
quality,	NN	O	I-P
waste	NN	O	I-P
production,	NN	O	I-P
and	NN	O	I-P
rainbow	NN	O	I-P
trout	NN	O	I-P
Oncorhynchus	NN	O	I-P
performance	NN	O	E-P
within	NN	O	O
low	NN	O	B-R
exchange	NN	O	I-R
water	NN	O	I-R
recirculating	NN	O	I-R
systems	NN	O	E-R

Antibacterial	NN	O	B-RP
properties	NN	O	E-RP
of	NN	O	O
Curtisia	NN	O	B-R
leaves	NN	O	E-R
and	NN	O	O
some	NN	O	O
triterpenes/active	NN	O	B-P
principles	NN	O	E-P
isolated	NN	O	O
from	NN	O	O
them	NN	O	O

Subunit	NN	O	B-R
vaccines	NN	O	E-R
based	NN	O	O
on	NN	O	O
intimin	NN	O	B-R
and	NN	O	I-R
polypeptides	NN	O	E-R
induce	NN	O	O
humoral	NN	O	B-RP
immunity	NN	O	I-RP
cattle	NN	O	E-RP
but	NN	O	O
do	NN	O	O
not	NN	O	O
protect	NN	O	O
against	NN	O	O
intestinal	NN	O	B-RP
colonisation	NN	O	E-RP
by	NN	O	O
enterohaemorrhagic	NN	O	B-R
Escherichia	NN	O	I-R
coli	NN	O	I-R
O157:H7	NN	O	I-R
O26:H-	NN	O	E-R

The	NN	O	O
biological	NN	O	O
effects	NN	O	O
of	NN	O	O
ionising	NN	O	B-RP
radiation	NN	O	E-RP
on	NN	O	O
Crustaceans	NN	O	S-R
:	NN	O	O
A	NN	O	O
review	NN	O	O

Sheep	NN	O	B-P
urine	NN	O	I-P
patch	NN	O	I-P
emissions	NN	O	E-P
are	NN	O	O
lower	NN	O	O
from	NN	O	O
extensively-managed	NN	O	O
than	NN	O	O
intensively-managed	NN	O	B-R
grasslands	NN	O	E-R

Metagenomic	NN	O	B-RP
and	NN	O	I-RP
analysis	NN	O	E-RP
of	NN	O	O
the	NN	O	O
microbial	NN	O	B-R
community	NN	O	E-R
in	NN	O	O
Swiss-type	NN	O	B-R
cheese	NN	O	E-R
during	NN	O	O
ripening	NN	O	S-P

Exposure	NN	O	O
to	NN	O	O
foods'	NN	O	B-RP
non-taste	NN	O	I-RP
properties	NN	O	E-RP
.	NN	O	O
A	NN	O	O
nursery	NN	O	O
intervention	NN	O	O
to	NN	O	O
increase	NN	O	O
children's	NN	O	O
willingness	NN	O	O
to	NN	O	O
try	NN	O	O
fruit	NN	O	S-R
and	NN	O	O
vegetables	NN	O	S-R

Energy-dense	NN	O	B-R
snacks	NN	O	E-R
can	NN	O	O
have	NN	O	O
the	NN	O	O
same	NN	O	O
expected	NN	O	O
satiation	NN	O	S-RP
as	NN	O	O
sugar-containing	NN	O	B-R
beverages	NN	O	E-R

From	NN	O	O
cookies	NN	O	O
to	NN	O	O
carrots;	NN	O	O
the	NN	O	O
effect	NN	O	O
of	NN	O	O
inhibitory	NN	O	B-METH
training	NN	O	E-METH
on	NN	O	O
children's	NN	O	B-RP
selections	NN	O	E-RP

Availability	NN	O	B-RP
and	NN	O	I-RP
plant	NN	O	I-RP
uptake	NN	O	I-RP
of	NN	O	I-RP
metals	NN	O	E-RP
in	NN	O	O
EDTA-assisted	NN	O	B-METH
phytoremediation	NN	O	E-METH
of	NN	O	O
soil	NN	O	B-R
and	NN	O	I-R
biosolids	NN	O	E-R

Sunbird	NN	O	B-RP
pollination	NN	O	E-RP
of	NN	O	O
the	NN	O	O
dioecious	NN	O	B-R
root	NN	O	I-R
parasite	NN	O	I-R
Cytinus	NN	O	I-R
(Cytinaceae)	NN	O	E-R

Genetic	NN	O	B-R
resources	NN	O	E-R
,	NN	O	O
chromosome	NN	O	B-RP
engineering	NN	O	E-RP
,	NN	O	O
and	NN	O	O
crop	NN	O	B-RP
improvement	NN	O	E-RP
series,	NN	O	O
Grain	NN	O	B-R
legumes	NN	O	E-R
Volume	NN	O	O
1	NN	O	O

Prostaglandin	NN	O	B-P
activity	NN	O	E-P
by	NN	O	O
lectin-like	NN	O	B-R
proteins	NN	O	E-R
from	NN	O	O
South	NN	O	B-R
African	NN	O	I-R
plants	NN	O	E-R

An	NN	O	O
assessment	NN	O	O
of	NN	O	O
the	NN	O	O
impact	NN	O	O
of	NN	O	O
pesticides	NN	O	S-R
applied	NN	O	O
at	NN	O	O
planting	NN	O	S-METH
on	NN	O	O
survival	NN	O	B-RP
pines	NN	O	E-RP
during	NN	O	O
regeneration,	NN	O	O
in	NN	O	O
South	NN	O	B-LOC
Africa	NN	O	E-LOC

Effect	NN	O	O
of	NN	O	O
aqueous	NN	O	B-R
extracts	NN	O	I-R
of	NN	O	I-R
crops	NN	O	E-R
on	NN	O	O
germination	NN	O	B-RP
growth	NN	O	E-RP
of	NN	O	O
Parthenium	NN	O	B-R
L.	NN	O	E-R

Nitrogen	NN	O	B-RP
fixation	NN	O	E-RP
by	NN	O	O
the	NN	O	O
savanna	NN	O	B-R
tree	NN	O	I-R
Philenoptera	NN	O	I-R
violacea	NN	O	I-R
(Klotzsch)	NN	O	I-R
Schrire	NN	O	I-R
leaf)	NN	O	E-R
of	NN	O	O
different	NN	O	O
ages	NN	O	O
in	NN	O	O
a	NN	O	O
semi-arid	NN	O	B-LOC
landscape	NN	O	E-LOC

Hypoxis	NN	O	B-R
(Hypoxidaceae)	NN	O	E-R
in	NN	O	O
southern	NN	O	B-LOC
Africa	NN	O	E-LOC
:	NN	O	O
Taxonomic	NN	O	B-METH
notes	NN	O	E-METH

Evidence	NN	O	O
of	NN	O	O
repeated	NN	O	B-P
migrations	NN	O	E-P
through	NN	O	O
the	NN	O	O
African	NN	O	B-R
corridor	NN	O	E-R
as	NN	O	O
revealed	NN	O	O
by	NN	O	O
a	NN	O	O
molecular	NN	O	B-METH
phylogeny	NN	O	E-METH
of	NN	O	O
southern	NN	O	B-R
African	NN	O	I-R
members	NN	O	I-R
of	NN	O	I-R
the	NN	O	I-R
Zygophyllum	NN	O	E-R

South	NN	O	B-RP
Africa's	NN	O	I-RP
threatened	NN	O	I-RP
legislation	NN	O	E-RP
:	NN	O	O
What	NN	O	O
stands	NN	O	O
between	NN	O	O
our	NN	O	O
plants	NN	O	S-R
and	NN	O	O
extinction?	NN	O	O

A	NN	O	O
“Large	NN	O	B-P
Disturbance	NN	O	E-P
”	NN	O	O
in	NN	O	O
an	NN	O	O
East	NN	O	B-LOC
Savanna	NN	O	E-LOC

Can	NN	O	O
developing	NN	O	O
inflorescences	NN	O	O
of	NN	O	O
Protea	NN	O	B-R
Carnival	NN	O	E-R
reduce	NN	O	O
the	NN	O	O
responsiveness	NN	O	B-RP
of	NN	O	I-RP
shoots	NN	O	E-RP
to	NN	O	O
benzyladenine	NN	O	B-P
induction	NN	O	E-P
of	NN	O	O
flowers	NN	O	B-R
‘out	NN	O	I-R
season’	NN	O	E-R
?	NN	O	O

Identification	NN	O	O
of	NN	O	O
proteins	NN	O	S-R
associated	NN	O	O
with	NN	O	O
cytoplasmic	NN	O	B-RP
sterility	NN	O	E-RP
in	NN	O	O
pepper	NN	O	B-R
(Capsicum	NN	O	I-R
L.)	NN	O	E-R

How	NN	O	O
is	NN	O	O
carbon	NN	O	B-P
allocation	NN	O	E-P
of	NN	O	O
African	NN	O	B-R
trees	NN	O	E-R
affected	NN	O	O
by	NN	O	O
atmospheric	NN	O	B-RP
change	NN	O	E-RP
?	NN	O	O

Seasonal	NN	O	B-RP
and	NN	O	I-RP
inter-annual	NN	O	I-RP
soil	NN	O	I-RP
efflux	NN	O	E-RP
in	NN	O	O
savanna/wetland	NN	O	B-R
mosaic	NN	O	E-R
in	NN	O	O
the	NN	O	O
Okavango	NN	O	B-LOC
Botswana	NN	O	E-LOC

Nuclear	NN	O	B-R
microprobe	NN	O	E-R
in	NN	O	O
plant	NN	O	B-RP
sciences	NN	O	E-RP
—	NN	O	O
Present	NN	O	O
status	NN	O	O
and	NN	O	O
challenges	NN	O	O

The	NN	O	O
vegetation	NN	O	B-RP
ecology	NN	O	E-RP
of	NN	O	O
Ezemvelo	NN	O	B-LOC
Nature	NN	O	I-LOC
Reserve,	NN	O	I-LOC
Bronkhorstspruit,	NN	O	I-LOC
Africa	NN	O	E-LOC

Vegetation	NN	O	B-RP
studies	NN	O	E-RP
of	NN	O	O
feral	NN	O	B-R
habitat	NN	O	E-R
in	NN	O	O
the	NN	O	O
Namib	NN	O	B-LOC
Naukluft	NN	O	I-LOC
Namibia	NN	O	E-LOC

Dietary	NN	O	B-S
supplementation	NN	O	E-S
with	NN	O	O
Aloe	NN	O	B-R
extracts	NN	O	E-R
reverses	NN	O	O
obesity	NN	O	B-RP
rats	NN	O	E-RP

Developmental	NN	O	B-P
processes	NN	O	E-P
associated	NN	O	O
with	NN	O	O
indirect	NN	O	B-RP
organogenesis	NN	O	E-RP
in	NN	O	O
a	NN	O	O
Eucalyptus	NN	O	B-R
grandis×urophylla	NN	O	E-R

Taxonomic	NN	O	B-RP
notes	NN	O	E-RP
on	NN	O	O
the	NN	O	O
genera	NN	O	B-R
Tiliacora	NN	O	I-R
and	NN	O	I-R
(Menispermaceae)	NN	O	E-R
in	NN	O	O
southern	NN	O	B-LOC
Africa	NN	O	E-LOC

The	NN	O	O
use	NN	O	O
of	NN	O	O
the	NN	O	O
model	NN	O	B-R
species	NN	O	I-R
truncatula	NN	O	E-R
in	NN	O	O
studies	NN	O	O
on	NN	O	O
desiccation	NN	O	B-RP
tolerance	NN	O	I-RP
sensitivity	NN	O	E-RP
in	NN	O	O
seeds	NN	O	S-R

Desiccation	NN	O	B-RP
sensitivity	NN	O	E-RP
of	NN	O	O
excised	NN	O	B-R
embryonic	NN	O	I-R
axes	NN	O	I-R
of	NN	O	I-R
selected	NN	O	I-R
species	NN	O	E-R

Genetically	NN	O	B-RP
Crops	NN	O	E-RP
:	NN	O	O
Assessing	NN	O	O
Safety	NN	O	O

Verbascoside	NN	O	S-R
and	NN	O	O
luteolin-5-O-β-d-glucoside	NN	O	S-R
isolated	NN	O	O
from	NN	O	O
Halleria	NN	O	B-R
L.	NN	O	E-R
exhibit	NN	O	O
antagonistic	NN	O	B-RP
properties	NN	O	E-RP
in	NN	O	B-METH
vitro	NN	O	E-METH

Anti-inflammatory	NN	O	B-RP
and	NN	O	I-RP
activity	NN	O	E-RP
of	NN	O	O
leaf	NN	O	B-R
extracts	NN	O	I-R
of	NN	O	I-R
album	NN	O	E-R

A	NN	O	O
molecular	NN	O	B-METH
phylogeny	NN	O	E-METH
reveals	NN	O	O
evidence	NN	O	O
of	NN	O	O
rapid	NN	O	O
and	NN	O	O
recent	NN	O	O
radiation	NN	O	S-P
in	NN	O	O
Cape	NN	O	B-R
and	NN	O	I-R
members	NN	O	E-R
of	NN	O	O
the	NN	O	O
genus	NN	O	B-R
Zygophyllum	NN	O	E-R

Hermannia	NN	O	O
—	NN	O	O
A	NN	O	O
tale	NN	O	O
of	NN	O	O
200	NN	O	O
species	NN	O	O
and	NN	O	O
a	NN	O	O
Somalian	NN	O	B-R
goat	NN	O	E-R

Chemical	NN	O	B-RP
diversity	NN	O	E-RP
of	NN	O	O
floral	NN	O	B-R
volatiles	NN	O	E-R
in	NN	O	O
Apocynaceae	NN	O	S-R
with	NN	O	O
different	NN	O	O
pollination	NN	O	B-P
systems	NN	O	E-P

Colophospermum	NN	O	B-RP
mopane	NN	O	I-RP
utilisation	NN	O	E-RP
in	NN	O	O
the	NN	O	O
Lowveld,	NN	O	B-LOC
Province	NN	O	E-LOC

Contribution	NN	O	O
of	NN	O	O
South	NN	O	B-R
plants	NN	O	E-R
to	NN	O	O
medicinal	NN	O	B-RP
biotechnology	NN	O	E-RP

Tutti	NN	O	O
Frutti	NN	O	O
in	NN	O	O
Lepidium	NN	O	S-R
—	NN	O	O
Comparative	NN	O	O
analysis	NN	O	O
of	NN	O	O
fruit	NN	O	B-RP
dehiscence/indehiscence	NN	O	E-RP
in	NN	O	O
Brassicaceae	NN	O	S-R

Does	NN	O	O
species	NN	O	B-P
richness	NN	O	I-P
diversity	NN	O	E-P
of	NN	O	O
serpentine	NN	O	B-RP
vegetation	NN	O	E-RP
differ	NN	O	O
from	NN	O	O
the	NN	O	O
surrounding	NN	O	O
non-serpentine	NN	O	B-RP
vegetation	NN	O	E-RP
?	NN	O	O

Epidemiology	NN	O	S-RP
and	NN	O	O
Plant	NN	O	B-RP
Ecology	NN	O	E-RP
:	NN	O	O
Principles	NN	O	O
and	NN	O	O
Applications	NN	O	O

A	NN	O	O
taxonomic	NN	O	B-RP
revision	NN	O	E-RP
of	NN	O	O
the	NN	O	O
genus	NN	O	B-R
(Asteraceae)	NN	O	E-R

Antimicrobial	NN	O	B-RP
activity	NN	O	E-RP
and	NN	O	O
mutagenic	NN	O	B-RP
effects	NN	O	E-RP
of	NN	O	O
twelve	NN	O	B-R
traditional	NN	O	I-R
plants	NN	O	E-R
used	NN	O	O
to	NN	O	O
treat	NN	O	O
ailments	NN	O	O
related	NN	O	O
to	NN	O	O
the	NN	O	O
gastro-intestinal	NN	O	B-R
tract	NN	O	E-R
in	NN	O	O
South	NN	O	B-LOC
Africa	NN	O	E-LOC

Seasonal	NN	O	B-RP
trends	NN	O	I-RP
colonisation	NN	O	E-RP
of	NN	O	O
Protea	NN	O	B-R
infructescences	NN	O	E-R
by	NN	O	O
Gondwanamyces	NN	O	S-R
and	NN	O	O
Ophiostoma	NN	O	B-R
spp.	NN	O	E-R

Identification	NN	O	O
and	NN	O	O
classification	NN	O	O
of	NN	O	O
Dendrobium	NN	O	B-R
species	NN	O	E-R
by	NN	O	O
fingerprint	NN	O	B-T
technology	NN	O	I-T
with	NN	O	I-T
electrophoresis	NN	O	E-T

Flow	NN	O	B-METH
cytometry	NN	O	E-METH
and	NN	O	O
its	NN	O	O
applications	NN	O	O
in	NN	O	O
plant	NN	O	B-RP
biology	NN	O	E-RP
,	NN	O	O
ecology	NN	O	S-RP
and	NN	O	O
biosystematics	NN	O	S-RP
:	NN	O	O
New	NN	O	O
prospects	NN	O	O
for	NN	O	O
the	NN	O	O
Cape	NN	O	B-LOC
flora	NN	O	E-LOC

Climate	NN	O	B-RP
change	NN	O	E-RP
,	NN	O	O
drought	NN	O	S-RP
and	NN	O	O
biodiversity	NN	O	S-RP
:	NN	O	O
An	NN	O	O
ecophysiological	NN	O	B-P
perspective	NN	O	E-P

Carbon	NN	O	B-RP
sequestration	NN	O	E-RP
following	NN	O	O
a	NN	O	O
biome	NN	O	B-R
switch	NN	O	E-R
from	NN	O	O
mesic	NN	O	B-LOC
savanna	NN	O	E-LOC
to	NN	O	O
forest	NN	O	O

Anti-cancer	NN	O	B-RP
activity	NN	O	E-RP
of	NN	O	O
plant	NN	O	B-R
extracts	NN	O	E-R

An	NN	O	O
evaluation	NN	O	O
of	NN	O	O
molecular	NN	O	B-RP
and	NN	O	I-RP
characters	NN	O	E-RP
in	NN	O	O
the	NN	O	O
genus	NN	O	B-R
Crotalaria	NN	O	E-R

The	NN	O	O
ethno-veterinary	NN	O	B-RP
utilization	NN	O	E-RP
of	NN	O	O
Lonchocarpus	NN	O	B-R
Rolfe	NN	O	E-R
by	NN	O	O
the	NN	O	O
Vhavenda	NN	O	B-LOC
in	NN	O	I-LOC
Vhembe	NN	O	I-LOC
District,	NN	O	I-LOC
Limpopo,	NN	O	I-LOC
Africa	NN	O	E-LOC

Role	NN	O	O
of	NN	O	O
the	NN	O	O
allelochemical	NN	O	B-R
parthenin	NN	O	E-R
in	NN	O	O
the	NN	O	O
invasive	NN	O	B-METH
strategy	NN	O	E-METH
of	NN	O	O
the	NN	O	O
alien	NN	O	B-R
plant	NN	O	I-R
Parthenium	NN	O	I-R
L.	NN	O	E-R

Results	NN	O	O
of	NN	O	O
a	NN	O	O
disease	NN	O	B-RP
investigation	NN	O	E-RP
of	NN	O	O
Aloe	NN	O	B-R
dichotoma	NN	O	E-R
in	NN	O	O
Goegap	NN	O	B-LOC
Nature	NN	O	I-LOC
Reserve,	NN	O	I-LOC
Africa	NN	O	E-LOC

The	NN	O	O
use	NN	O	O
of	NN	O	O
Landsat	NN	O	B-METH
imagery	NN	O	E-METH
for	NN	O	O
the	NN	O	O
identification	NN	O	O
of	NN	O	O
the	NN	O	O
remaining	NN	O	B-LOC
West	NN	O	I-LOC
Coast	NN	O	I-LOC
Renosterveld	NN	O	I-LOC
fragments,	NN	O	I-LOC
Western	NN	O	I-LOC
Cape	NN	O	I-LOC
Province,	NN	O	I-LOC
Africa	NN	O	E-LOC

Varietal	NN	O	B-P
differences	NN	O	E-P
in	NN	O	O
cold	NN	O	B-RP
potential	NN	O	E-RP
in	NN	O	O
sugarcane	NN	O	S-R
influences	NN	O	O
stalk	NN	O	B-R
sucrose	NN	O	I-R
accumulation	NN	O	I-R
frost	NN	O	E-R

Vegetation	NN	O	B-RP
classification	NN	O	E-RP
of	NN	O	O
the	NN	O	O
proposed	NN	O	B-LOC
Heritage	NN	O	I-LOC
Park,	NN	O	I-LOC
North-West	NN	O	I-LOC
Province,	NN	O	I-LOC
Africa	NN	O	E-LOC

Novel	NN	O	O
insights	NN	O	O
into	NN	O	O
the	NN	O	O
inhibition	NN	O	B-RP
of	NN	O	I-RP
symbiotic	NN	O	I-RP
fixation	NN	O	E-RP
by	NN	O	O
dark	NN	O	B-METH
chilling	NN	O	E-METH
in	NN	O	O
soybean	NN	O	B-R
nodules	NN	O	E-R

Differential	NN	O	O
response	NN	O	O
of	NN	O	O
growth	NN	O	S-P
,	NN	O	O
photosynthesis	NN	O	S-P
,	NN	O	O
antioxidant	NN	O	B-R
enzymes	NN	O	E-R
and	NN	O	O
lipid	NN	O	B-P
peroxidation	NN	O	E-P
to	NN	O	O
UV-B	NN	O	B-T
radiation	NN	O	E-T
in	NN	O	O
three	NN	O	B-R
cyanobacteria	NN	O	E-R

Do	NN	O	O
symbiotic	NN	O	O
plant	NN	O	B-R
microbes	NN	O	E-R
play	NN	O	O
a	NN	O	O
role	NN	O	O
in	NN	O	O
the	NN	O	O
synthesis	NN	O	O
of	NN	O	O
the	NN	O	O
toxic	NN	O	B-R
compounds	NN	O	I-R
of	NN	O	I-R
cymosum	NN	O	E-R
?	NN	O	O

South	NN	O	B-R
African	NN	O	I-R
extracts	NN	O	E-R
in	NN	O	O
combating	NN	O	O
potentially	NN	O	O
pathogenic	NN	O	B-RP
microorganisms	NN	O	E-RP

Evaluating	NN	O	O
the	NN	O	O
functional	NN	O	O
status	NN	O	O
of	NN	O	O
a	NN	O	O
rehabilitated	NN	O	B-P
gold	NN	O	I-P
tailings	NN	O	I-P
facility	NN	O	E-P
—A	NN	O	O
case	NN	O	B-METH
study	NN	O	E-METH
in	NN	O	O
the	NN	O	O
Witwatersrand	NN	O	S-R

The	NN	O	O
establishment	NN	O	O
of	NN	O	O
in	NN	O	B-METH
screening	NN	O	E-METH
methods	NN	O	O
for	NN	O	O
evaluating	NN	O	O
sugarcane	NN	O	B-R
(Saccharum	NN	O	I-R
hybrids)	NN	O	E-R
susceptibility	NN	O	O
to	NN	O	O
Ustilago	NN	O	B-R
scitaminea	NN	O	I-R
H.	NN	O	I-R
&	NN	O	I-R
P.	NN	O	I-R
Sydow	NN	O	I-R
and	NN	O	I-R
Eldana	NN	O	I-R
Walker	NN	O	E-R

Algal	NN	O	B-RP
diversity	NN	O	E-RP
on	NN	O	O
the	NN	O	O
rock-faces	NN	O	S-R
of	NN	O	O
the	NN	O	O
Golden	NN	O	B-LOC
Gate	NN	O	I-LOC
Park	NN	O	E-LOC

Causes	NN	O	O
of	NN	O	O
secondary	NN	O	B-RP
differences	NN	O	E-RP
in	NN	O	O
plants	NN	O	O
—	NN	O	O
Evidence	NN	O	O
from	NN	O	O
extreme	NN	O	B-P
dimorphism	NN	O	E-P
in	NN	O	O
Leucadendron	NN	O	B-R
(Proteaceae)	NN	O	E-R

Isolation	NN	O	B-S
captan	NN	O	E-S
from	NN	O	O
Cyrtanthus	NN	O	B-R
suaveolens	NN	O	E-R
:	NN	O	O
the	NN	O	O
effect	NN	O	B-RP
pesticides	NN	O	E-RP
on	NN	O	O
the	NN	O	O
quality	NN	O	B-P
and	NN	O	I-P
safety	NN	O	I-P
of	NN	O	I-P
medicine	NN	O	E-P

A	NN	O	O
new	NN	O	O
species	NN	O	O
of	NN	O	O
Combretum	NN	O	O
section	NN	O	O
Ciliatipetala	NN	O	O
(Combretaceae)	NN	O	O
from	NN	O	O
southern	NN	O	B-LOC
Africa	NN	O	E-LOC
,	NN	O	O
with	NN	O	O
a	NN	O	O
key	NN	O	O
to	NN	O	O
the	NN	O	O
regional	NN	O	O
members	NN	O	O
of	NN	O	O
the	NN	O	O
section	NN	O	O

Application	NN	O	O
of	NN	O	O
vibrational	NN	O	B-T
spectroscopy	NN	O	E-T
in	NN	O	O
the	NN	O	O
quality	NN	O	O
assessment	NN	O	O
of	NN	O	O
Buchu	NN	O	B-R
oil	NN	O	E-R
obtained	NN	O	O
from	NN	O	O
two	NN	O	O
commercially	NN	O	O
important	NN	O	O
Agathosma	NN	O	B-R
(Rutaceae)	NN	O	E-R

Effects	NN	O	O
of	NN	O	O
partial	NN	O	B-RP
dehydration	NN	O	E-RP
of	NN	O	O
recalcitrant	NN	O	B-R
Haemanthus	NN	O	I-R
montanus	NN	O	I-R
embryos	NN	O	E-R
on	NN	O	O
vigour	NN	O	O
of	NN	O	O
recovered	NN	O	B-R
